名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
馬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的马，形象生动，姿态矫健，鬃毛飘逸，四蹄生风，背景为山川河流，色彩淡雅，充满古典韵味。,动物\兽名\馬.png,ma（馬）,"prompt: The horse in the style of traditional Chinese ink painting has a vivid image, a vigorous posture, a flowing mane, four hooves in the wind, the background is mountains and rivers, the color is elegant, and it is full of classical charm."
膜,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只神秘的古代兽类，名为膜。其形象来源于《山海经》中的记载，身体覆盖着半透明的薄膜，仿佛能够隐形于空气中。膜的四肢修长有力，能够在空中轻盈地滑翔。头部有一对尖锐的角，眼睛明亮有神。整体呈现出一种幽幻而神秘的气息，背景为淡雅的水墨山水，色彩以青绿为主，点缀些许金黄，展现出传统中国美学的韵味。,动物\兽名\膜.png,mo（膜）,"prompt: A mysterious ancient beast named Membrane. Its image comes from the records in the ""Classic of Mountains and Seas"", and the body is covered with a translucent film, as if it can be invisible in the air. The membrane has slender and powerful limbs that allow it to glide lightly through the air. The head has a pair of sharp horns, and the eyes are bright and spirited. The whole presents a fantastic and mysterious atmosphere, with an elegant ink landscape in the background, mainly green and embellished with a little gold, showing the charm of traditional Chinese aesthetics."
麋,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘麋鹿，它拥有着鹿的身体和马的尾巴，身上的毛皮呈现出深棕色与浅黄色交织的美丽花纹。它的角巨大而分叉，仿佛是古树枝丫般盘旋向上，每根分叉上都挂着几片翠绿的叶子。背景是一片幽静的森林，树木葱郁，溪流潺潺，远处有淡淡的云雾缭绕，营造出一种神秘而又宁静的氛围。整体风格参考古代插画，采用传统中国美学的彩色水墨风格，画面色彩以淡雅为主，线条流畅细腻。,动物\兽名\麋.png,mi（麋）,"Prompt: A mysterious elk from the ""Classic of Mountains and Seas"", it has the body of a deer and the tail of a horse, and the fur on its body shows a beautiful pattern of dark brown and light yellow. Its horns are huge and forked, like ancient branches spiraling upwards, and each fork is hung with a few emerald green leaves. In the background is a quiet forest with lush trees, gurgling streams, and faint clouds and mist in the distance, creating a mysterious and serene atmosphere. The overall style refers to ancient illustrations, using the color ink style of traditional Chinese aesthetics, and the colors of the picture are mainly elegant, and the lines are smooth and delicate."
𤛎,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,蒼黒,大目,",prompt: 一只名为𤛎的神兽，其形状像牛，身体呈现苍黑色，眼睛特别大。请用古代插画风格和传统中国美学的彩色水墨风格描绘这只神兽，注重表现其神秘而威严的气息。背景可以是山林或古老的神话场景，以增强其传说色彩。,动物\兽名\𤛎.png,min（𤛎）,"prompt: A mythical beast named 𤛎, its shape is like a cow, its body is pale, and its eyes are particularly large. Please depict this mythical beast in the color ink style of ancient illustration style and traditional Chinese aesthetics, focusing on expressing its mysterious and majestic atmosphere. The background can be mountains and forests or ancient mythological scenes to enhance its legendary color."
蝐,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为蝐的神兽，体态矫健，身披斑斓的鳞甲，形似麒麟但更为灵动。其头部有独角，双眼炯炯有神，四肢强健有力，尾巴修长而带有火焰般的纹路。背景为山川云雾缭绕，古木参天，色彩以传统中国水墨风格为主，辅以淡雅的彩色渲染，展现出神秘而庄严的氛围。,动物\兽名\蝐.png,mao（蝐）,"prompt: A mythical beast called the salamander, with a vigorous posture and colorful scales, resembling a unicorn but more agile. Its head has a single horn, bright eyes, strong and powerful limbs, and a slender tail with flaming lines. The background is mountains and rivers, ancient trees towering, and the colors are mainly traditional Chinese ink painting style, supplemented by elegant color rendering, showing a mysterious and solemn atmosphere."
猛豹,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为猛豹的神兽，体态矫健，毛色斑斓，眼神锐利。它在山林间奔跑，四周是茂密的古木和奇花异草。画面采用传统中国彩色水墨风格，背景为《山海经》中描绘的神秘山川，色彩丰富而柔和，线条流畅，展现出古代插画的韵味。,动物\兽名\猛豹.png,mengbao（猛豹）,"prompt: A mythical beast called the leopard, with a vigorous body, colorful fur, and sharp eyes. It runs through the mountains and forests, surrounded by dense ancient trees and exotic flowers. The picture adopts the traditional Chinese color ink style, with the mysterious mountains and rivers depicted in the ""Classic of Mountains and Seas"" in the background, rich and soft in color, and smooth lines, showing the charm of ancient illustrations."
馬腹,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如人靣,虎身,其音如嬰兒,是食人,",prompt: 馬腹，其狀如人面虎身，其音如嬰兒，是食人之獸。请以古代插画风格和传统中国美学的彩色水墨风格描绘这一神话生物。马腹拥有人类的面孔，但身体却是猛虎般强壮，毛色斑斓，眼神中透露出凶猛与狡黠。背景可以设置在幽暗的山林间，四周弥漫着淡淡的雾气，增添神秘感。,动物\兽名\馬腹.png,mafu（馬腹）,"prompt: Horse belly, its shape is like a human face and tiger body, its sound is like a baby, it is a man-eating beast. Please depict this mythical creature in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics. The horse's belly has a human face, but its body is as strong as a tiger, its fur is colorful, and its eyes reveal ferocity and cunning. The background can be set in a dark mountain forest, surrounded by a faint fog, adding to the mystery."
孟槐,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如貆,赤豪,其音如榴榴,",prompt: 一只外形类似獾的神兽孟槐，全身覆盖着浓密的红棕色毛发，其中夹杂着鲜艳的红色条纹。它的眼睛明亮而有神，耳朵尖而立起，尾巴蓬松且长。孟槐站在一片茂密的山林中，周围是古老的树木和奇花异草，背景是起伏的山脉和云雾缭绕的天空。它的声音如同榴榴声，清脆悦耳，充满神秘感。整体画面采用传统中国美学的彩色水墨风格，线条流畅，色彩丰富而和谐。,动物\兽名\孟槐.png,menghuai（孟槐）,"Prompt: A badger-like beast Meng Huai is covered with thick reddish-brown hair mixed with bright red stripes. Its eyes are bright and spirited, its ears are pointed and erect, and its tail is fluffy and long. Meng Huai stood in a dense mountain forest, surrounded by ancient trees and exotic flowers, with rolling mountains and misty skies in the background. Its sound is like the sound of a durian, crisp and pleasant, full of mystery. The overall picture adopts the color ink style of traditional Chinese aesthetics, with smooth lines and rich and harmonious colors."
孟極,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如豹,文題白身,善伏,其鳴自呼,",prompt: 孟極，其狀如豹，文題白身，善伏，其鳴自呼。请绘制一只形似豹子的神兽孟極，它的身体为白色，身上有斑纹，善于潜伏，叫声如同呼唤自己的名字。采用古代插画风格和传统中国美学的彩色水墨风格，背景可以是山林或幽谷，突出孟極神秘而优雅的气质。,动物\兽名\孟極.png,mengji（孟極）,"prompt: Meng Ji, its shape is like a leopard, the text is white, good at lying down, and its call is self-explanatory. Please draw a mythical beast Meng Ji that resembles a leopard, its body is white, its body is marked, it is good at lurking, and its cry is like calling its own name. Adopting the color ink style of ancient illustration style and traditional Chinese aesthetics, the background can be mountains or valleys, highlighting Meng Ji's mysterious and elegant temperament."
旄馬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如馬,四節有毛,在巴蛇西北,高山南,",prompt: 旄馬，其状如马，四节有毛，位于巴蛇西北，高山之南。请绘制一匹外形类似马的神秘生物，全身覆盖着浓密的长毛，尤其在四肢关节处更为明显。背景为高山和蜿蜒的山脉，远处隐约可见一条巨大的巴蛇。整体风格参考古代插画和传统中国美学的彩色水墨风格，色调以淡雅为主，强调自然与神秘氛围。,动物\兽名\旄馬.png,maoma（旄馬）,"Prompt: Maoma, which looks like a horse, has hairy four joints, and is located in the northwest of the snake, south of the high mountain. Draw a mysterious creature that resembles a horse, covered in thick long hair, especially at the joints of the limbs. The background is high mountains and winding mountains, and a giant snake can be seen in the distance. The overall style refers to the color ink style of ancient illustrations and traditional Chinese aesthetics, and the color palette is mainly elegant, emphasizing the natural and mysterious atmosphere."
犛牛,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的犛牛，体型庞大，毛色灰黑，长有弯曲的双角，四蹄强健有力，眼神中透露出野性的光芒。背景是古朴的山水，采用传统中国美学的彩色水墨风格，画面中融入了古代插画的元素，展现出一种神秘而古老的氛围。,动物\兽名\犛牛.png,maoniu（犛牛）,"prompt: A yak from the ""Classic of Mountains and Seas"", huge in size, gray and black fur, with curved horns, strong and powerful hooves, and wild light in its eyes. The background is a quaint landscape, using the colorful ink style of traditional Chinese aesthetics, and the picture incorporates elements of ancient illustrations, showing a mysterious and ancient atmosphere."
旄牛,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 旄牛，一种古老的神兽，体形庞大，毛色斑斓，头上有长长的角，角上缠绕着五彩的丝带。它栖息在深山之中，是吉祥和力量的象征。请以古代插画风格和传统中国美学的彩色水墨风格描绘，背景为幽静的山林，色彩以青绿为主，点缀以金色和红色，营造出神秘而庄严的氛围。,动物\兽名\旄牛.png,maoniu（旄牛）,"prompt: Mao, an ancient mythical beast, is large, colorful in fur, with long horns on its head and colorful ribbons wrapped around its horns. It perches deep in the mountains and is a symbol of auspiciousness and strength. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics, with a quiet mountain forest in the background, the color is mainly turquoise, embellished with gold and red, creating a mysterious and solemn atmosphere."
㸲牛,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只神兽㸲牛，体型庞大，毛色斑斓多彩，头上有两只弯曲的长角，眼神温和而深邃。它站立在一片古老森林中，周围环绕着奇花异草，背景是山峦起伏的远古山脉，画面采用传统中国美学的彩色水墨风格，色彩丰富而柔和，线条流畅自然，充满神秘与宁静之美。,动物\兽名\㸲牛.png,zuoniu（㸲牛）,"prompt: A mythical beast bull, huge in size, colorful fur, two curved horns on its head, and gentle and deep eyes. It stands in an ancient forest, surrounded by exotic flowers and plants, with rolling ancient mountains in the background, and the picture adopts the color ink style of traditional Chinese aesthetics, rich and soft colors, smooth and natural lines, full of mystery and tranquil beauty."
牛,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格的牛，体态健壮，毛色为深棕色，眼神温顺而坚定，背景为山川河流，画面充满宁静和谐的气息，体现出古代农耕文化中牛的重要地位。,动物\兽名\牛.png,niu（牛）,"prompt: The traditional Chinese ink style cow has a strong body, dark brown coat, gentle and firm eyes, mountains and rivers in the background, and the picture is full of tranquility and harmony, reflecting the important position of cattle in ancient farming culture."
㔮,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如𤠢鼠,文題,",prompt: 一只形似大鼠的神兽，名为㔮，身体覆盖着精致而复杂的花纹，头部有独特的文题装饰，整体呈现出传统中国美学的彩色水墨风格，背景为山海经中的奇幻山水。,动物\兽名\㔮.png,nuo（㔮）,"prompt: A mythical beast resembling a rat, named 㔮, its body is covered with delicate and complex patterns, and its head is decorated with unique inscriptions, showing the overall color ink style of traditional Chinese aesthetics, with the background of the fantasy landscape in the Classic of Mountains and Seas."
那父,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,白尾,其音如䚯,",prompt: 一只形如牛的神兽，名为那父，其尾为白色，声音如同䚯鸟。请以古代插画风格和传统中国美学的彩色水墨风格描绘，注重表现其独特的白尾特征以及神秘的气质。背景可设置在一片古朴幽静的山林之中，增添几分神秘与宁静之感。,动物\兽名\那父.png,nafu（那父）,"Prompt: A mythical beast shaped like a cow, named Nafu, with a white tail and a sound like a bird. Please depict in the style of ancient illustration and traditional Chinese aesthetics, focusing on expressing its unique white-tailed characteristics and mysterious temperament. The background can be set in a simple and quiet mountain forest, adding a bit of mystery and tranquility."
獳犬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古代神话中的獳犬，它拥有狮子般的鬃毛和虎豹般斑斓的皮毛，体型庞大而威猛，眼神锐利如鹰。背景是山林之间，四周云雾缭绕，古树参天，整个画面采用传统中国彩色水墨画风格，色彩浓郁且富有层次感。,动物\兽名\獳犬.png,nouquan（獳犬）,"prompt: An ancient mythical otter, with a lion-like mane and tiger-leopard-like colorful fur, is large and powerful, and has eyes as sharp as an eagle. The background is between mountains and forests, surrounded by clouds and mist, ancient trees towering into the sky, and the whole picture adopts the style of traditional Chinese color ink painting, which is rich in color and layered."
羆,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只巨大的羆兽，体型庞大如熊，毛色深棕，眼神凶猛，四肢粗壮有力，站立在山林之间，背景是连绵的山脉和茂密的森林，画面采用传统中国美学的彩色水墨风格，线条流畅，色彩淡雅。,动物\兽名\羆.png,pi（羆）,"Prompt: A huge beast, huge as a bear, dark brown fur, fierce eyes, thick and powerful limbs, standing between mountains and forests, with continuous mountains and dense forests in the background, the picture adopts the color ink style of traditional Chinese aesthetics, smooth lines, elegant colors."
僕牛,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为僕牛的古老神兽，形象参考古代插画风格，具有强壮的身体和弯曲的牛角，身体覆盖着浓密的毛发，眼神温和而坚定，背景为山林溪流，整体画面采用传统中国美学的彩色水墨风格。,动物\兽名\僕牛.png,puniu（僕牛）,"prompt: An ancient mythical beast called the servant cow, the image refers to the ancient illustration style, with a strong body and curved horns, the body is covered with thick hair, the eyes are gentle and firm, the background is mountains and streams, and the overall picture adopts the color ink style of traditional Chinese aesthetics."
屏蓬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"左右有首,",prompt: 屏蓬，兽名，左右有首，形象为一只拥有两个头的神秘怪兽，每个头都长着锋利的獠牙和炯炯有神的眼睛。身体覆盖着青色鳞片，四肢粗壮有力，尾巴细长而灵活。背景为中国古代山水，山峦起伏，云雾缭绕，画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅。,动物\兽名\屏蓬.png,pingpeng（屏蓬）,"prompt: Pingpeng, the name of the beast, has heads on the left and right, and is depicted as a mysterious monster with two heads, each with sharp fangs and piercing eyes. The body is covered with cyan scales, the limbs are thick and powerful, and the tail is slender and flexible. The background is ancient Chinese landscapes, undulating mountains, clouds and mist, and the picture adopts the color ink style of traditional Chinese aesthetics, with elegant colors and smooth lines."
牝豚,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 彩色水墨风格的牝豚，体态丰腴，毛色光泽，四肢短小而有力，头部圆润，眼神温顺，周围环绕着山林与溪流，背景为古典山水画风，画面中透露出一种宁静和谐的氛围。,动物\兽名\牝豚.png,pintun（牝豚）,"prompt: Colorful ink style female pig, plump body, lustrous coat, short and powerful limbs, round head, docile eyes, surrounded by mountains and streams, the background is classical landscape painting style, the picture reveals a quiet and harmonious atmosphere."
狍鴞,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如羊身,人面,其目在腋下,虎齒人爪,其音如嬰兒,食人,","prompt: 狍鴞，其狀如羊身,人面,其目在腋下,虎齒人爪,其音如嬰兒,食人。请以古代插画风格和传统中国美学的彩色水墨风格描绘此兽。它拥有羊的身体，人脸，眼睛长在腋下，牙齿像老虎一样锋利，爪子像人类的手掌。它的叫声像婴儿哭泣，是一种会吃人的怪兽。背景可以是山林或者荒野，色调以淡雅为主，营造出神秘而古老的氛围。",动物\兽名\狍鴞.png,paoxiao（狍鴞）,"prompt: The roe deer owl, its shape is like a sheep's body, human face, its eyes are under the armpits, tiger teeth and human claws, its sound is like a baby, cannibalism. Depict the beast in the style of ancient illustration and traditional Chinese aesthetics. It has the body of a sheep, a human face, eyes growing under the armpits, teeth as sharp as tigers, and claws like human palms. Its cry is like a baby crying, and it is a monster that eats people. The background can be mountains or wilderness, and the color palette is predominantly elegant, creating a mysterious and ancient atmosphere."
欽,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格，兽名欽，形态似鹿而有角，身披五彩斑斓的鳞片，四蹄生风，奔跑于山林之间，背景为远古时期的原始森林，树木茂密，云雾缭绕，色彩以青绿为主，点缀金色和红色，画面充满神秘与灵动。,动物\兽名\欽.png,qin（欽）,"prompt: Traditional Chinese ink style, the beast name Qin, the shape is like a deer and horned, covered with colorful scales, four hooves are windy, running between the mountains and forests, the background is the primeval forest of ancient times, the trees are dense, the clouds are shrouded, the color is mainly green, dotted with gold and red, the picture is full of mystery and agility."
𠯈犬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只神秘的古兽，名为𠯈犬，体态似犬而庞大，毛色斑斓如同山间云雾变幻，眼睛闪烁着幽深的光芒。背景为古代山水画风格，四周环绕着古老的树木和蜿蜒的小溪，整体色调以淡雅的水墨为主，点缀以鲜艳的色彩，展现出传统中国美学的独特韵味。,动物\兽名\𠯈犬.png,daiquan（𠯈犬）,"prompt: A mysterious ancient beast named 𠯈 dog, the body is like a dog and huge, the color of the fur is like the clouds in the mountains, and the eyes shimmer with deep light. The background is in the style of ancient landscape painting, surrounded by ancient trees and winding streams, and the overall color tone is dominated by elegant ink painting, embellished with bright colors, showing the unique charm of traditional Chinese aesthetics."
䑏䟽,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如馬,一角有錯,",prompt: 䑏䟽，兽名，其状如马，一角有错。请绘制一只外形似马的神秘生物，它拥有一只独特的角，角上有着类似锯齿或分叉的结构。整体形象应融合古代神话中的奇幻元素，色彩上采用传统中国美学的彩色水墨风格，背景可以是山林或云雾缭绕的仙境，展现出一种古老而神秘的氛围。,动物\兽名\䑏䟽.png,quan䟽（䑏䟽）,"Prompt: The name of the beast, it looks like a horse, but one of its horns is wrong. Draw a mysterious creature that resembles a horse with a unique horn with a structure that resembles a jagged or forked structure. The overall image should incorporate fantasy elements from ancient mythology, and the color should be colored ink style of traditional Chinese aesthetics, and the background can be mountains and forests or cloudy wonderlands, showing an ancient and mysterious atmosphere."
犬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古代神话中的犬，身体矫健，毛色如夜般深邃，眼神锐利有神，背景为幽静的山林，整体风格参考古代插画和传统中国美学的彩色水墨风格。,动物\兽名\犬.png,quan（犬）,"prompt: A dog in ancient mythology, with a vigorous body, fur as deep as the night, sharp eyes, and a quiet mountain forest in the background, the overall style refers to the color ink style of ancient illustrations and traditional Chinese aesthetics."
青馬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只传说中的青马，全身覆盖着深邃的青色毛发，在阳光下闪烁着淡淡的光泽。它的眼睛明亮而有神，四肢强健有力，姿态优雅地站立在一片古老的森林中，周围环绕着神秘的雾气和奇异的山石。背景是典型的中国山水画风格，远处的山峦若隐若现，近处的树木和花草以细腻的水墨笔触描绘，整体色调柔和且富有诗意。,动物\兽名\青馬.png,qingma（青馬）,"prompt: A legendary blue horse covered in deep blue hair that shimmers faintly in the sun. Its eyes are bright and spirited, its limbs are strong and powerful, and it stands gracefully in an ancient forest, surrounded by mysterious mist and bizarre rocks. The background is typical of Chinese landscape painting, with mountains looming in the distance, and nearby trees and flowers depicted with delicate ink brushstrokes, with the overall tone soft and poetic."
蛩蛩,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如馬,",prompt: 一只状如马的神兽蛩蛩，体态健硕，四肢修长有力，毛色如同深邃夜空中的星辰点点，闪烁着神秘光芒。其头部有着马的特征，但额头上有一对小巧而精致的角，仿佛是夜空中最亮的星。背景为古典中国山水画风格，山峦起伏，云雾缭绕，增添几分仙气。整体色彩以淡雅水墨为主，辅以金色点缀，展现出传统中国美学的魅力。,动物\兽名\蛩蛩.png,qiongqiong（蛩蛩）,"prompt: A horse-like mythical beast Cricket, with a strong body, slender and powerful limbs, and its fur color is like a dot of stars in the deep night sky, shining with mysterious light. Its head has the characteristics of a horse, but it has a pair of small and delicate horns on its forehead, as if it were the brightest star in the night sky. The background is in the style of classical Chinese landscape painting, with undulating mountains and clouds and mist, adding a bit of fairy spirit. The overall color is mainly elegant ink, supplemented by gold embellishments, showing the charm of traditional Chinese aesthetics."
白犀,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只神秘的白犀，全身覆盖着雪白的毛发，在山林间悠然自得地行走。它的体型庞大而健壮，长有粗壮的独角，眼神温和而深邃。背景是《山海经》中的奇幻山水，山峦起伏，云雾缭绕，树木苍翠。整体画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅。,动物\兽名\白犀.png,baixi（白犀）,"prompt: A mysterious white rhinoceros, covered with snow-white hair, walks leisurely in the mountains and forests. It is large and robust, with thick horns and gentle and deep eyes. The background is the fantasy landscape in the ""Classic of Mountains and Seas"", with undulating mountains, clouds and mist, and green trees. The overall picture adopts the color ink style of traditional Chinese aesthetics, with elegant colors and smooth lines."
白猿,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只白猿，全身雪白，毛发如云，眼神灵动，身姿矫健，栖息于幽静的山林之中，背景为苍翠的古木和缭绕的云雾，画面采用传统中国美学的彩色水墨风格，笔触细腻，色彩淡雅。,动物\兽名\白猿.png,baiyuan（白猿）,"prompt: A white ape, the whole body is snow-white, the hair is like clouds, the eyes are smart, the posture is vigorous, inhabiting the quiet mountains and forests, the background is verdant ancient trees and swirling clouds, the picture adopts the color ink style of traditional Chinese aesthetics, the brushstrokes are delicate, the colors are elegant."
窮竒,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,蝐毛,音如獔狗,是食人,",prompt: 一只形如牛的神兽，名为窮竒，全身覆盖着如同蝐毛般的细密长毛，毛色深沉而神秘。其眼神锐利，透露出一种凶猛的气息，口中发出类似獔狗的低沉吼声。窮竒身形庞大，肌肉线条分明，四肢粗壮有力，尾巴长而有力地摆动。背景为古代山林，树木苍翠，云雾缭绕，营造出一种神秘而古老的氛围。整体风格参考古代插画和传统中国美学的彩色水墨风格，色彩以深蓝、墨绿、暗红为主，细节精致，富有层次感。,动物\兽名\窮竒.png,qiongqi（窮竒）,"Prompt: A mythical beast shaped like a cow, named Qionghu, is covered with fine long hair like a salamander, and its fur color is deep and mysterious. Its eyes were sharp, revealing a ferocious aura, and a low roar similar to that of a roe dog came out of its mouth. The poor man is huge, with well-defined muscles, thick and powerful limbs, and a long and powerful tail. The background is ancient mountains and forests, with lush trees and clouds and mist, creating a mysterious and ancient atmosphere. The overall style refers to the color ink style of ancient illustrations and traditional Chinese aesthetics, and the colors are mainly dark blue, dark green, and dark red, with exquisite details and a sense of layering."
羬羊,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如羊,馬尾,",prompt: 一只形状如羊的神兽，拥有马的尾巴，毛色为淡棕色，眼神温和而神秘，背景是古代山水画风格的山林，整体色调柔和，采用传统中国美学的彩色水墨风格绘制。,动物\兽名\羬羊.png,qianyang（羬羊）,"prompt: A mythical beast shaped like a sheep, with a horse's tail, light brown coat, gentle and mysterious eyes, and a mountain forest in the style of ancient landscape painting in the background, with soft overall tones, painted in the color ink style of traditional Chinese aesthetics."
䴦,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如貉,人目,",prompt: 一只形似貉的神秘兽类，名为䴦，其眼睛如同人类的眼睛一般炯炯有神，透露出智慧与灵性。整体毛色呈现深棕色，带有淡淡的金色光泽，四肢短而有力，尾巴蓬松。背景为山林间的古朴景色，树木苍翠，雾气缭绕，充满神秘感。画风采用传统中国彩色水墨风格，线条流畅细腻，色彩柔和且富有层次感。,动物\兽名\䴦.png,yin（䴦）,"prompt: A mysterious raccoon-like beast named 䭭, its eyes are as bright as human eyes, revealing wisdom and spirituality. The overall coat color is dark brown with a hint of golden sheen, the limbs are short and powerful, and the tail is fluffy. The background is a quaint scenery of mountains and forests, with lush trees and fog, full of mystery. The painting style adopts the traditional Chinese color ink style, with smooth and delicate lines, soft and layered colors."
（長留之山）獸,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"皆文尾,",prompt: 一只长留之山的神秘兽，其尾部布满绚丽的彩色花纹，尾巴如同孔雀开屏般美丽。整体形象结合了古代插画风格和传统中国美学的彩色水墨风格，背景为幽静的山林，画面充满神秘与宁静之美。,动物\兽名\（長留之山）獸.png,（zhangliuzhishan）shou（（長留之山）獸）,"prompt: A mysterious beast of the Mountain of Changru, its tail is covered with brilliant colorful patterns, and its tail is as beautiful as a peacock opening a screen. The overall image combines the ancient illustration style and the color ink style of traditional Chinese aesthetics, with a quiet mountain forest in the background, and the picture is full of mystery and tranquility."
豕,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只巨大的野猪，体型庞大，毛色深黑，獠牙锋利，眼神凶猛，背景为山林，采用传统中国彩色水墨风格绘制，线条流畅，色彩淡雅，画面中充满神秘的远古气息。,动物\兽名\豕.png,shi（豕）,
鼠,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只小巧灵活的老鼠，毛色灰白相间，眼睛圆而有神，长着一对尖尖的耳朵。它站立在一片古老的山林中，周围是茂密的树木和奇花异草，背景中隐约可见山峦起伏。画面采用传统中国美学的彩色水墨风格，笔触细腻，色彩淡雅，展现出一种宁静和谐的自然之美。,动物\兽名\鼠.png,shu（鼠）,
山𤟤,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如犬,人靣,善投,見人則笑,其行如風,",prompt: 一只名为山𤟤的神兽，其状如犬，但拥有人面，擅长投掷物品，见到人会发出笑声，行动迅速如风。请以古代插画风格和传统中国美学的彩色水墨风格描绘，背景为山林之间，色彩以淡雅为主，线条流畅，体现出神秘而古老的氛围。,动物\兽名\山𤟤.png,shanhui（山𤟤）,
䑕,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 䑕，古代神话中的神秘兽类，形象为一只有着鹿身、马蹄、牛尾和龙首的奇特生物。其身姿矫健，皮毛呈深棕色，龙首上长有弯曲的双角，眼神炯炯有神。背景为山林之间，古木参天，云雾缭绕，展现出一种幽静而神秘的氛围。画面采用传统中国彩色水墨风格，笔触细腻，色彩淡雅，展现出古代插画的韵味。,动物\兽名\䑕.png,shu（䑕）,
兕,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的兕，体型庞大如牛，独角弯曲而有力，全身覆盖着厚重的青灰色皮毛，眼神温和却充满力量。背景为远古森林，树木参天，藤蔓缠绕，画面采用传统中国美学的彩色水墨风格，色彩以淡雅为主，线条流畅，展现出一种神秘而古老的氛围。,动物\兽名\兕.png,si（兕）,
麝,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国神话中的麝，兽名，形象为一种体型较小的鹿类动物，具有短而粗壮的四肢和小巧的头部。其最显著特征是雄性麝腹部下方有一对香腺，能分泌珍贵的麝香。画面中，一只雄性麝站立于山林间，周围环绕着茂密的树木和奇花异草，背景为淡雅的水墨山水，色彩以青绿为主，辅以淡淡的赭石色，整体风格古朴典雅，充满传统中国美学韵味。,动物\兽名\麝.png,she（麝）,
